speciesCode,english_name,spanish_name,scientific_name,target_species,iconic_species,tour_visibility,tour_fit,target_difficulty,photography_difficulty,best_time_of_day,best_months,habitat_primary,habitat_secondary,elevation_min_m,elevation_max_m,route_cluster_primary,route_cluster_secondary,primary_hotspot_name,primary_hotspot_ebird_loc_id,secondary_hotspot_name,secondary_hotspot_ebird_loc_id,walking_level,access_level,reliability_score_manual,rarity_score_manual,photography_score_manual,opportunity_weight_manual,pricing_complexity,custom_tour_priority,half_day_visibility_note_en,half_day_visibility_note_es,full_day_visibility_note_en,full_day_visibility_note_es,guide_notes_en,guide_notes_es,internal_notes,needs_review,ebird_enabled,active
whnjac1,White-necked Jacobin,Colibrí Nuquiblanco,Florisuga mellivora,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,lower elevation Choco forest,"forest edge, fruiting trees, and mixed flocks",,,milpe_silanche,,Recent hotspot to review,,,,moderate,private_or_rough_access,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Milpe and Silanche Lowland Route.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Ruta Baja Milpe y Silanche.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
whtsic1,White-tipped Sicklebill,Picohoz Coliverde,Eutoxeres aquila,TRUE,FALSE,custom_only,custom_private,specialist,hard,early_morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,35,80,40,90,premium_plus,high,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
batbar1,Band-tailed Barbthroat,Ermitaño Barbudo Colibandeado,Threnetes ruckeri,TRUE,FALSE,custom_only,custom_private,moderate,easy,morning,year_round,lower elevation Choco forest,"forest edge, fruiting trees, and mixed flocks",,,milpe_silanche,,Recent hotspot to review,,,,moderate,private_or_rough_access,60,45,75,65,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Milpe and Silanche Lowland Route.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Ruta Baja Milpe y Silanche.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
whwher1,White-whiskered Hermit,Ermitaño de Yaruqui,Phaethornis yaruqui,TRUE,FALSE,custom_only,custom_private,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,400,1200,milpe_silanche,,guide review route area,,,,moderate,moderate,68,55,65,1,premium,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: milpe_silanche. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: milpe_silanche. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
tabher1,Tawny-bellied Hermit,Ermitaño Ventrihabano,Phaethornis syrmatophorus,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=90. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
stther2,Stripe-throated Hermit,Ermitaño Gorjiestriado,Phaethornis striigularis,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=90. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
grflan1,Green-fronted Lancebill,Colibrí Picolanza Mayor,Doryfera ludovicae,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round,"gardens, feeders, and forest edge",nectar sources,1200,1700,mindo_town,,Alambi Reserve,,,,easy,easy,65,50,60,1,standard,medium,Good fit for a focused half-day route when active nearby.,Buena opción para una ruta enfocada de medio día cuando está activo cerca.,Can be included if nearby activity is strong.,Puede incluirse si la actividad cercana es fuerte.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mindo Town and Nearby Gardens.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Pueblo de Mindo y Jardines Cercanos.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
webhum3,White-throated Daggerbill,Colibrí Picocuña Occidental,Schistes albogularis,TRUE,FALSE,custom_only,custom_private,moderate,easy,morning,year_round,montane cloud forest,"forest edge, trails, and mixed flocks",,,tandayapa_bellavista,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Tandayapa and Bellavista Corridor.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Corredor Tandayapa y Bellavista.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
spvear1,Sparkling Violetear,Colibrí Rutilante,Colibri coruscans,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1200,1500,mindo_town,,guide review route area,,,,easy,easy,76,55,65,1,standard,medium,Good candidate for a shorter Mindo route when recent activity is favorable.,Buena candidata para una ruta corta en Mindo cuando la actividad reciente es favorable.,"Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mindo_town. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mindo_town. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
brvear1,Brown Violetear,Colibrí Pardo,Colibri delphinae,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1200,1500,mindo_town,,guide review route area,,,,easy,easy,76,55,65,1,standard,medium,Good candidate for a shorter Mindo route when recent activity is favorable.,Buena candidata para una ruta corta en Mindo cuando la actividad reciente es favorable.,"Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mindo_town. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mindo_town. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
lesvio1,Lesser Violetear,Colibrí Verdemar Menor,Colibri cyanotus,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1200,1500,mindo_town,,guide review route area,,,,easy,easy,76,55,65,1,standard,medium,Good candidate for a shorter Mindo route when recent activity is favorable.,Buena candidata para una ruta corta en Mindo cuando la actividad reciente es favorable.,"Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mindo_town. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mindo_town. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
pucfai1,Purple-crowned Fairy,Colibrí Hada Occidental,Heliothryx barroti,TRUE,TRUE,full_day,full_day,moderate,moderate,morning,to_review,cloud forest edge and feeders,,,,san_lorenzo,,San Lorenzo route,,,,moderate,moderate,60,,,,standard_plus,high,,,,,Purple-crowned Fairy is useful for hummingbird/photography interest and accessible visitor appeal.,,Second-batch starter enrichment by Codex. Confirm current route/local reliability before quoting.,FALSE,TRUE,TRUE
bltman1,Black-throated Mango,Mango Gorjinegro,Anthracothorax nigricollis,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest and forest edge,Mindo route habitat,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=90. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
